col_name,data_type,comment
VO_REV_WK2,"decimal(20,8)","Indicates Total Revenue of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_REV_WK3,"decimal(20,8)","Indicates Total Revenue of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_REV_WK4,"decimal(20,8)","Indicates Total Revenue of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_REV_WKDAY_M1,"decimal(20,8)","Indicates Total Revenue of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_REV_WKEND_M1,"decimal(20,8)","Indicates Total Revenue of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_ROAM_ACT_MOU_M1,"decimal(20,8)",Duration of actual Voice Roaming Minutes for a specific Month
VO_ROAM_CNT_CHRG_M1,int,Monthly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_M3,int,Monthly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_M6,int,Monthly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_WK1,int,Weekly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_WK2,int,Weekly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_WK3,int,Weekly Voice Roaming Charged Count
VO_ROAM_CNT_CHRG_WK4,int,Weekly Voice Roaming Charged Count
VO_ROAM_CNT_M1,int,Monthly Voice Roaming Count
VO_ROAM_CNT_M3,int,Monthly Voice Roaming Count
VO_ROAM_CNT_M6,int,Monthly Voice Roaming Count
VO_ROAM_CNT_WK1,int,Weekly Voice Roaming Count
VO_ROAM_CNT_WK2,int,Weekly Voice Roaming Count
VO_ROAM_CNT_WK3,int,Weekly Voice Roaming Count
VO_ROAM_CNT_WK4,int,Weekly Voice Roaming Count
VO_ROAM_INC_ACT_MOU_CHRG_M1,"decimal(20,8)",Actual Voice Roaming Charged Minutes for a specific month
VO_ROAM_INC_ACT_MOU_FREE_M1,"decimal(20,8)",Actual Voice Roaming Free Incoming Minutes
VO_ROAM_INC_ACT_MOU_M1,"decimal(20,8)",Total voice roaming minutes for a specific month
VO_ROAM_INC_CNT_CHRG_M1,int,Monthly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_CHRG_WK1,int,Weekly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_CHRG_WK2,int,Weekly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_CHRG_WK3,int,Weekly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_CHRG_WK4,int,Weekly Voice Roaming Incoming Charged Count
VO_ROAM_INC_CNT_FREE_M1,int,Monthly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_FREE_WK1,int,Weekly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_FREE_WK2,int,Weekly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_FREE_WK3,int,Weekly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_FREE_WK4,int,Weekly Voice Roaming Incoming Free Count
VO_ROAM_INC_CNT_M1,int,Monthly Voice Roaming Incoming Count
VO_ROAM_INC_CNT_WK1,int,Weekly Voice Roaming Incoming Count
VO_ROAM_INC_CNT_WK2,int,Weekly Voice Roaming Incoming Count
VO_ROAM_INC_CNT_WK3,int,Weekly Voice Roaming Incoming Count
VO_ROAM_INC_CNT_WK4,int,Weekly Voice Roaming Incoming Count
VO_ROAM_INC_MOU_CHRG_M1,int,Monthly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_CHRG_WK1,int,Weekly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_CHRG_WK2,int,Weekly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_CHRG_WK3,int,Weekly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_CHRG_WK4,int,Weekly Voice Roaming Incoming Charged MOU
VO_ROAM_INC_MOU_FREE_M1,int,Monthly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_FREE_WK1,int,Weekly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_FREE_WK2,int,Weekly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_FREE_WK3,int,Weekly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_FREE_WK4,int,Weekly Voice Roaming Incoming Free MOU
VO_ROAM_INC_MOU_M1,int,Monthly Voice Roaming Incoming MOU
VO_ROAM_INC_MOU_WK1,int,Weekly Voice Roaming Incoming MOU
VO_ROAM_INC_MOU_WK2,int,Weekly Voice Roaming Incoming MOU
VO_ROAM_INC_MOU_WK3,int,Weekly Voice Roaming Incoming MOU
VO_ROAM_INC_MOU_WK4,int,Weekly Voice Roaming Incoming MOU
VO_ROAM_INC_REV_M1,"decimal(20,8)",Monthly Voice Roaming Incoming Revenue
VO_ROAM_INC_REV_WK1,"decimal(20,8)",Voice Roaming Incoming Revenue Weekly
VO_ROAM_INC_REV_WK2,"decimal(20,8)",Voice Roaming Incoming Revenue Weekly
VO_ROAM_INC_REV_WK3,"decimal(20,8)",Voice Roaming Incoming Revenue Weekly
VO_ROAM_INC_REV_WK4,"decimal(20,8)",Voice Roaming Incoming Revenue Weekly
VO_ROAM_MOU_CHRG_M1,int,Monthly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_M3,int,Monthly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_M6,int,Monthly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_WK1,int,Weekly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_WK2,int,Weekly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_WK3,int,Weekly Voice Roaming Charged MOU
VO_ROAM_MOU_CHRG_WK4,int,Weekly Voice Roaming Charged MOU
VO_ROAM_MOU_FREE_M1,"decimal(15,8)",Voice Roaming Free Minutes of Usage
VO_ROAM_MOU_FREE_WK1,"decimal(15,8)",Voice Roaming Free Minutes of Usage Week1
VO_ROAM_MOU_FREE_WK2,"decimal(15,8)",Voice Roaming Free Minutes of Usage Week1
VO_ROAM_MOU_FREE_WK3,"decimal(15,8)",Voice Roaming Free Minutes of Usage Week1
VO_ROAM_MOU_FREE_WK4,"decimal(15,8)",Voice Roaming Free Minutes of Usage Week1
VO_ROAM_MOU_M1,int,Monthly Voice Roaming MOU
VO_ROAM_MOU_M3,int,Monthly Voice Roaming MOU
VO_ROAM_MOU_M6,int,Monthly Voice Roaming MOU
VO_ROAM_MOU_WK1,int,Weekly Voice Roaming MOU
VO_ROAM_MOU_WK2,int,Weekly Voice Roaming MOU
VO_ROAM_MOU_WK3,int,Weekly Voice Roaming MOU
VO_ROAM_MOU_WK4,int,Weekly Voice Roaming MOU
VO_ROAM_REV_M1,"decimal(20,8)",Monthly Voice Roaming Revenue
VO_ROAM_REV_M3,"decimal(20,8)",Monthly Voice Roaming Revenue
VO_ROAM_REV_M6,"decimal(20,8)",Monthly Voice Roaming Revenue
VO_ROAM_REV_WK1,"decimal(20,8)",Weekly Voice Roaming Revenue
VO_ROAM_REV_WK2,"decimal(20,8)",Weekly Voice Roaming Revenue
VO_ROAM_REV_WK3,"decimal(20,8)",Weekly Voice Roaming Revenue
VO_ROAM_REV_WK4,"decimal(20,8)",Weekly Voice Roaming Revenue
VO_STD_ACT_MOU_M1,"decimal(20,8)",Voice National Actual Minutes of Usage
VO_STD_ACTV_CNT_M1,int,Monthly Voice National Active Count
VO_STD_CHRG_MOU_M1,"decimal(15,8)",Voice National Charged Minutes of Usage
VO_STD_FREE_MOU_M1,"decimal(15,8)",Voice National Free Minutes of Usage
VO_STD_INC_ACT_MOU_M1,"decimal(20,8)",Voice National Incoming Actual Minutes of Usage
VO_STD_MOU_ACT_M1,int,Monthly Voice National Actual MOU
VO_STD_MOU_ACT_WK1,int,Weekly Voice National Actual MOU
VO_STD_MOU_ACT_WK2,int,Weekly Voice National Actual MOU
VO_STD_MOU_ACT_WK3,int,Weekly Voice National Actual MOU
VO_STD_MOU_ACT_WK4,int,Weekly Voice National Actual MOU
VO_STD_MOU_M1,int,Monthly Voice National MOU
VO_STD_MOU_WK1,int,Weekly Voice National MOU
VO_STD_MOU_WK2,int,Weekly Voice National MOU
VO_STD_MOU_WK3,int,Weekly Voice National MOU
VO_STD_MOU_WK4,int,Weekly Voice National MOU
VO_STD_OB_ACT_MOU_M1,"decimal(20,8)",Voice National Outbound Actual Minutes of Usage
VO_STD_OB_ACT_REV_M1,"decimal(20,8)",Voice National Outbound Actual Minutes of Usage
VO_STD_REV_M1,"decimal(20,8)","Indicates Total Revenue of National(STD) Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
WKLY_IDD_ALLOWANCE_MINS,"decimal(38,4)",Weekly International Allowance Minutes
WKLY_IDD_MINS_OTC,"decimal(38,6)",Weekly International Minutes One Time Charge
WKLY_LOCAL_DATA_ALLOWANCE_MB,"decimal(38,4)",Weekly Local Data Allowance MBs
WKLY_LOCAL_DATA_OTC,"decimal(38,6)",Weekly Local Data One Time Charge
WKLY_NATIONAL_ALLOWANCE_MINS,"decimal(38,4)",Weekly National Allowance Minutes
WKLY_NATIONAL_MINS_OTC,"decimal(38,6)",Weekly National Minutes One Time Charge
ZERO_BLNC_DYS,bigint,Number of Zero Balance Days
CEP_COCP_FLAG,string,CEP or COCP Flag for Differentation-Define if account is CEP or COCP
COUNT_ALL,"decimal(38,4)",Count of Subscribed on PKG for Specific RP IDs for Specific Period
CST_PRFL_ID,bigint,Customer Profile ID - Column extract from source system CBCM
CST_PRFL_PO_BOX,string, PO_BOX : Post Box-Customer Profile Post Box ID
CST_PRFL_RL_TP,string,TP : Relationship Type-Customer Profile Sub Type Relation
CST_PRFL_SUB_TP,string,TP : Relationship Type-Customer Profile Sub Type Relation
CST_PRFL_UNQ_ID_IN_SRC_STM,int,Party Profile ID- CBCM-Party Profile ID- CBCM
CST_UNQ_ID_IN_SRC_STM,int,Party ID - CBCM-Party ID - CBCM
CUG_AMT_M1,"decimal(20,8)",CUG : Closed User Group-Closed User Group Amount for previous month
CUG_MIN_USAGE_M1,"decimal(20,8)",Closed User Group minutes of usage for previous month
CURRENT_HANDSET_TENURE,int,Purched Deviced Tenure-for Example if CST BY Apple Product as Installment for 24 months
DATA_DWNLD_DUR_M1,bigint,Data Download Duration-Data Download Duration for previous month
DFNDR_AREA,string,Defender Area-Defender Area
DSC,string,Product Name (RP) Description
EID_STATUS,string,Emirates ID-Emirates ID
ELIFE_ADDON_NM,string,Add-on Services for E-Life Product-Add-on Services for E-Life Product
ESY_PPD_ACT_BNS,string,Easy Activation Product Flag-Y or N
ESY_PPD_RCHG_BNS,string,Easy Rcharge Product Flag-Y or N
FNP_BS_UAT_FLG,string,FNP : Fixed Number Portability-Fixed Number Portability Flag
FST_CHRG_USG_DT,date,First Charge Date-First Charge Date after free units usage
IDD_2ND_CNTRY,string,CNTRY :Country-2nd top country for International call
IDD_2ND_CNTRY_CNT,int,CNTRY :Country-2nd top country for International count call
IDD_2ND_CNTRY_MOU,int,CNTRY :Country-2nd top country for International Minutes of Usage
IDD_2ND_CNTRY_REV,"decimal(20,8)",CNTRY :Country-2nd top country for International Revenue
IDD_3RD_CNTRY,string,CNTRY :Country-3rd top country for International call
IDD_3RD_CNTRY_REV,"decimal(20,8)",CNTRY :Country-3rd top country for International Revenue
IDD_TOP_3RD_CNT,int,CNTRY :Country-3rd top country for International count call
IDD_TOP_3RD_MOU,int,CNTRY :Country-3rd top country for International Minutes of Usage
IDD_TOP_CNTRY,string,CNTRY :Country-Top country for International call
IDD_TOP_CNTRY_CNT,int,CNTRY :Country-Top country for International count call
IDD_TOP_CNTRY_MOU,int,CNTRY :Country-Top country for International Minutes of Usage
IDD_TOP_CNTRY_REV,"decimal(20,8)",CNTRY :Country-Top country for International Revenue
IDD_TOT_REV,"decimal(20,8)",CNTRY :Country-Total Revenue for International Call
LBM_CMNTY,string,LBM : Location Based Management Community
LBM_EMRT,string,Location Based Management Emirates
LYLTY_SMLS_LFTM_SVNG,"decimal(15,6)",Loyalty Smiles Life Time Savings
MAX_CNCTD_DVCS_ETHRNT,"decimal(10,6)",Max. Connected Devices through ethernet
MAX_CNCTD_DVCS_WIFI,"decimal(10,6)",Max. Connected Devices through WIFI
MAX_DENOM_PKG_CHRG,float,DENOM : Denomnation-max. denomination pacakge that customer charge on month
MBL_SSN_CNT,int,"MBL: Mobile , SSN: Session, CNT : Count-SSN :Data Session"
MIN_AC_BLNC_M1,"decimal(15,6)",Min Account Balance-Min Cccount Balance for previous month
MIN_CNCTD_DVCS_ETHRNT,"decimal(10,6)",Min. Connected Devices through ethernet
MIN_CNCTD_DVCS_WIFI,"decimal(10,6)",Min. Connected Devices through WIFI
MON_IDD_ALLOWANCE_MINS,"decimal(38,4)",Monthly Allowed minutes for International Direct Dialing-Integer
MON_IDD_MINS_MRC,"decimal(38,6)",Max rate cost
MON_LOCAL_DATA_ALLOWANCE_MB,"decimal(38,4)",Monthly Local Data Allowed to use on MB-Monthly Local Data Allowed to use on MB
MON_LOCAL_DATA_MRC,"decimal(38,6)",MRC : Max. Rate Cost = (Price in the retail)-MRC : Max. Rate Cost = (Price in the retail)
MON_NAT_MINS_MRC,"decimal(38,6)",NAT: National Cost-NAT: National Cost
MON_NATIONAL_ALLOWANCE_MINS,"decimal(38,4)",Monthly National Allowed Minutes-Monthly National Allowed Minutes
MST_PREF_LYLTY_PARTNER_NM,string,Most Prefered  Loyalty Partner Number
MST_USD_VCHR_CGY_NM,string,Last Voucher Burnt Date 
MST_VWD_ELIFE_CNL,string,Most Viewed E-Life Channel
MST_VWD_ELIFE_CNL_CTGRY,string,Most Viewed E-Life Channel Category
MST_VWD_ELIFE_CNL_DUR_SPNT,bigint,Most Viewed E-Life Channel Duration Spent-The most channel that CST spent most of time viewed
NO_OF_DLY_PKGS,int,DLY : Daily-Number of Daily Package
NO_OF_DVICS,int,Number of Devices Purchased from Etiaslat -Integer
NO_OF_NBA_INTRCN,int,"INTRCN :Interaction , NBA: Next Best Action"
NO_OF_WKLY_PKGS,int,Number of Weekly Pacakges
NTW_ACTV_DYS_W1,int,How many customer Active days for each week in the month-Week1
NTW_ACTV_DYS_W2,int,How many customer Active days for each week in the month-Week2
NTW_ACTV_DYS_W3,int,How many customer Active days for each week in the month-Week3
NTW_ACTV_DYS_W4,int,How many customer Active days for each week in the month-Week4
NTW_AREA,string,Network Area of the customer
ONT_SERIAL_NO,string,Optical Network Terminal for Fixed Line Products
POST_PRE_MIG,string,Post to Pre Migration Flag
PRE_POST_MIG,string,Pre to Post Migration Flag
PREMIUM_CALLS_MNTLY_USG_AMT,"decimal(15,8)",Premium Calls Monthly Usage Amount
PREMIUM_SMS_MNTLY_USG_AMT,"decimal(15,8)",Premium SMS  Monthly Usage Amount
PREPAYMENT_CHRG,float,"Sum Prepayment Charge for Specific Package depends on PKG ID-if Prepayment or One Time Charge , etc."
PREV_HANDSET_MAKE,string,User Handset manufacturing-common value is Unknown
PREV_HANDSET_MODEL,string,Previous Handset Model
PREV_TAC,int,Previous Handset TAC-Business Term : Type Allocation Code
PRFRD_DLVRY_MD,string,Prefered Delivery Method
PRIM_RATE_PLN_TP,string,Prime Rateplan
PRTY_CREATION_DT,date,Customer Created (Started) Date in format YYYY-MM-DD HH:MM:SS
RCR_CHRG_DSC,string,Description for the Recurring Charge value required each month from customer 
REG_DT,date,Customer Registration Date or Change Ownership Date in format YYYY-MM-DD HH:MM:SS
RM_FLG,string,"Flag to Indicate if customer exist technically on Revenue Model in DWH and Rules applied there with Values Y , N"
SCV_CNT_PRE,int,Count of distinct specific product on the parent cbcm_account_id -PRODUCT_DESC = WS
SCV_CNT_PST,int,Count of distinct specific product on the parent cbcm_account_id -PRODUCT_DESC = GS
SCV_KEY,string,Assigned Service Product KEY
SMARTPAY_AT_ACCOUNT_LEVEL_FLAG,string,Is user using smart pay solution to pay bills flag
SMLS_FST_TXN_DT,date,Loyalty Smiles First Transaction Date
SMLS_LST_TXN_DT,date,Loyalty Smiles Application Last Transaction Date
SO_CHRG_ACT_MOU_M1,"decimal(20,8)",Total charge for social media activity in the snapshot month
SO_CHRG_ROAM_ACT_MOU_M1,"decimal(20,8)",Total minutes of active roaming voice calls charged to the customers account in the previous month
SO_STD_FREE_ACT_MOU_M1,"decimal(20,8)",Total National free activity minutes in the snapshot for previous month
SOCIO_SEG,string,Customer Social Economic Segmentation
SRC_B2B_ORG_UNIT_ID,string,"Source of B2B Organization Unit ID relation to get information like Account Owner , CONTACT_MOBILE_NO"
TOT_MRC_ROAM_DATA_ADD_DEACT_M1,"decimal(38,8)",Total Monthly Recurring Charge for Data Roaming Add-on Deactivation (Snapshot Month)
TOT_MRC_ROAM_DATA_ADDON_ACT_M1,"decimal(38,8)",Total Monthly Recurring Charge for Data Roaming Add-on Activation  (Snapshot Month)
AR_NUM,string,Tokenized - Phone Number
HOME_TELEPHONE,string,Tokenized - Phone Number
WORK_PHONE,string,Tokenized - Phone Number
EMAIL,string,Tokenized - Customer EMAIL
BCRM_CST_NM,string,Tokenized - Customer English Name
BCRM_PRNT_CST_NM,string,Tokenized - Customer Name
MST_CLL_FWD_NUM,string,The Most Call Forward Number
MST_USD_IMEI,string,Tokenized - Must Used IMEI
SALES_MANAGER_EMAIL,string,Account Sales Owners E-mail for Contact 
LYLTY_SMLS_CRD_NUM,string,Loyalty Smiles Card Number for Transaction
FNP_DT,timestamp,Fixed Number Portability Date & Time with format YYYY-MM-DD HH:MM:SS
MOBILE_CONTACT,string,Customer Mobile Contact Number
SALES_MANAGER,string,Account Sales Name
SALES_MANAGER_MOBILE,string,Account Sales Owners Contact Mobile Number
TOP_CALD_IDD_M1,string,Top called international (IDD) number in previous month 
TOP_CALD_STD_M1,string,Top called National number in previous month
TRN_NUMBER,string,Transaction number
AUTH_CONTACT,string,This column stores the details of the authorized contact person responsible for managing or approving the accounts invoices
EBILL_EML,string,Tokenized - EBill email for each customer
dbrx_ld_dt,timestamp,Technical Engineering Column to represent insertion date & time for record in Databricks (load timestamp) in format YYYY-MM-DD HH:MM:SS
,,
# Detailed Table Information,,
Catalog,uc_business_prod,
Database,default,
Table,nz_car_sngl_view_mo_bsn_vw,
Owner,hshakeel@eand.com,
Created Time,Fri May 16 21:48:42 UTC 2025,
Last Access,UNKNOWN,
Created By,Spark ,
Type,VIEW,
Comment,"**Monthly Customer Analytical Record for Business segment.**

Customer Monthly Aggregated Record represent monthly profiling view for each customer in Etisalat UAE in different 360 dimension like Segmentation, Associated rate plan, Activation Date, Cessation Date, Monthly Recurring Charges (MRC), Net Promoter Score (NPS) and more than +800 KPIs",
View Text,"select
  *
from
  uc_main_prod.default.NZ_CAR_SNGL_VIEW_MO
where
  CST_SEG_TP <> 'CONSUMER'",
View Schema Mode,COMPENSATION,
View Catalog and Namespace,uc_main_dev.default,
