col_name,comment
VO_FIX_REV_OFFNT_M3,Monthly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_M6,Monthly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_WK1,Weekly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_WK2,Weekly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_WK3,Weekly Voice Fixed Offnet Revenue
VO_FIX_REV_OFFNT_WK4,Weekly Voice Fixed Offnet Revenue
VO_FIX_REV_ONNT_M1,Indicates Total Revenue of Total to Fixed Onnet events within a given month.
VO_FIX_REV_ONNT_M3,Indicates Total Revenue of Total to Fixed Onnet events within a given month.
VO_FIX_REV_ONNT_M6,Indicates Total Revenue of Total to Fixed Onnet events within a given month.
VO_FIX_REV_ONNT_WK1,"Indicates Total Revenue of Total to Fixed Onnet events within a given month.
"
VO_FIX_REV_ONNT_WK2,"Indicates Total Revenue of Total to Fixed Onnet events within a given month.
"
VO_FIX_REV_ONNT_WK3,"Indicates Total Revenue of Total to Fixed Onnet events within a given month.
"
VO_FIX_REV_ONNT_WK4,"Indicates Total Revenue of Total to Fixed Onnet events within a given month.
"
VO_FIX_REV_WK1,"Indicates Total Revenue of Total to Fixed events within a given month.
"
VO_FIX_REV_WK2,"Indicates Total Revenue of Total to Fixed events within a given month.
"
VO_FIX_REV_WK3,"Indicates Total Revenue of Total to Fixed events within a given month.
"
VO_FIX_REV_WK4,"Indicates Total Revenue of Total to Fixed events within a given month.
"
VO_FIX_REV_WKDAY_M1,"Indicates Total Revenue of Total to Fixed events within a given month.
"
VO_FIX_REV_WKEND_M1,"Indicates Total Revenue of Total to Fixed events within a given month.
"
VO_IDD_2ND_CNTRY,"Indicates Rank of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_2ND_CNTRY_CNT,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_2ND_CNTRY_MOU,"Indicates Total Minutes of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_2ND_CNTRY_REV,"Indicates Total Revenue of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_3RD_CNTRY,"Indicates Rank of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_3RD_CNTRY_CNT,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_3RD_CNTRY_MOU,"Indicates Total Minutes of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_3RD_CNTRY_REV,"Indicates Total Revenue of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_ACT_MOU_M1,Duration of actual Voice MOUS for a specific Month
VO_IDD_CNT_CHRG_M1,Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.
VO_IDD_CNT_CHRG_M3,Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.
VO_IDD_CNT_CHRG_M6,Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.
VO_IDD_CNT_CHRG_WK1,Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.
VO_IDD_CNT_CHRG_WK2,Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.
VO_IDD_CNT_CHRG_WK3,Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.
VO_IDD_CNT_CHRG_WK4,Indicates Number of Occurences of Charged International (IDD) Voice events within a given month.
VO_IDD_CNT_FREE_M1,Indicates Number of Occurences of Free International (IDD) Voice events within a given month.
VO_IDD_CNT_FREE_M3,Indicates Number of Occurences of Free International (IDD) Voice events within a given month.
VO_IDD_CNT_FREE_M6,Indicates Number of Occurences of Free International (IDD) Voice events within a given month.
VO_IDD_CNT_FREE_WK1,Indicates Number of Occurences of Free International (IDD) Voice events within a given month.
VO_IDD_CNT_FREE_WK2,Indicates Number of Occurences of Free International (IDD) Voice events within a given month.
VO_IDD_CNT_FREE_WK3,Indicates Number of Occurences of Free International (IDD) Voice events within a given month.
VO_IDD_CNT_FREE_WK4,Indicates Number of Occurences of Free International (IDD) Voice events within a given month.
VO_IDD_CNT_IB_M1,Monthly Voice International Inbound Count
VO_IDD_CNT_IB_M3,Monthly Voice International Inbound Count
VO_IDD_CNT_IB_M6,Monthly Voice International Inbound Count
VO_IDD_CNT_IB_WK1,Weekly Voice International Inbound Count
VO_IDD_CNT_IB_WK2,Weekly Voice International Inbound Count
VO_IDD_CNT_IB_WK3,Weekly Voice International Inbound Count
VO_IDD_CNT_IB_WK4,Weekly Voice International Inbound Count
VO_IDD_CNT_M1,Indicates Number of Occurences of International(IDD) Voice events within a given month.
VO_IDD_CNT_M3,Indicates Number of Occurences of International(IDD) Voice events within a given month.
VO_IDD_CNT_M6,Indicates Number of Occurences of International(IDD) Voice events within a given month.
VO_IDD_CNT_WK1,Indicates Number of Occurences of International(IDD) Voice events within a given month.
VO_IDD_CNT_WK2,Indicates Number of Occurences of International(IDD) Voice events within a given month.
VO_IDD_CNT_WK3,Indicates Number of Occurences of International(IDD) Voice events within a given month.
VO_IDD_CNT_WK4,Indicates Number of Occurences of International(IDD) Voice events within a given month.
VO_IDD_INC_ACT_MOU_M1,Voice International Incoming Acutal Minutes of Usage
VO_IDD_LNGST_CALL_ACT_MOU_M1,Duration for the longest international Voice call for a specific month
VO_IDD_MOU_CHRG_M1,"Indicates Total Minutes of Charged International (IDD) Voice events within a given month.
VO_IDD_OB_ACT_MOU_M1"
VO_IDD_MOU_CHRG_M3,Indicates Total Minutes of Charged International (IDD) Voice events within a given month.
VO_IDD_MOU_CHRG_M6,Indicates Total Minutes of Charged International (IDD) Voice events within a given month.
VO_IDD_MOU_CHRG_WK1,Indicates Total Minutes of Charged International (IDD) Voice events within a given month.
VO_IDD_MOU_CHRG_WK2,Indicates Total Minutes of Charged International (IDD) Voice events within a given month.
VO_IDD_MOU_CHRG_WK3,Indicates Total Minutes of Charged International (IDD) Voice events within a given month.
VO_IDD_MOU_CHRG_WK4,Indicates Total Minutes of Charged International (IDD) Voice events within a given month.
VO_IDD_MOU_FREE_M1,Indicates Total Minutes of Free International (IDD) Voice events within a given month.
VO_IDD_MOU_FREE_M3,Indicates Total Minutes of Free International (IDD) Voice events within a given month.
VO_IDD_MOU_FREE_M6,Indicates Total Minutes of Free International (IDD) Voice events within a given month.
VO_IDD_MOU_FREE_WK1,Indicates Total Minutes of Free International (IDD) Voice events within a given month.
VO_IDD_MOU_FREE_WK2,Indicates Total Minutes of Free International (IDD) Voice events within a given month.
VO_IDD_MOU_FREE_WK3,Indicates Total Minutes of Free International (IDD) Voice events within a given month.
VO_IDD_MOU_FREE_WK4,Indicates Total Minutes of Free International (IDD) Voice events within a given month.
VO_IDD_MOU_IB_M1,Monthly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_M3,Monthly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_M6,Monthly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_WK1,Weekly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_WK2,Weekly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_WK3,Weekly Voice International Inbound Minutes of Usage
VO_IDD_MOU_IB_WK4,Weekly Voice International Inbound Minutes of Usage
VO_IDD_MOU_M1,Indicates Total Minutes of International(IDD) Voice events within a given month.
VO_IDD_MOU_M3,Indicates Total Minutes of International(IDD) Voice events within a given month.
VO_IDD_MOU_M6,Indicates Total Minutes of International(IDD) Voice events within a given month.
VO_IDD_MOU_WK1,Indicates Total Minutes of International(IDD) Voice events within a given month.
VO_IDD_MOU_WK2,Indicates Total Minutes of International(IDD) Voice events within a given month.
VO_IDD_MOU_WK3,Indicates Total Minutes of International(IDD) Voice events within a given month.
VO_IDD_MOU_WK4,Indicates Total Minutes of International(IDD) Voice events within a given month.
VO_IDD_OB_ACT_MOU_M1,Voice International Outbound Actual Minutes of Usage
VO_IDD_OB_REV_M1,Voice International Outbound Revenue
VO_IDD_REV_M1,Indicates Total Revenue of International(IDD) Voice events within a given month.
VO_IDD_REV_M3,Indicates Total Revenue of International(IDD) Voice events within a given month.
VO_IDD_REV_M6,Indicates Total Revenue of International(IDD) Voice events within a given month.
VO_IDD_REV_WK1,Indicates Total Revenue of International(IDD) Voice events within a given month.
VO_IDD_REV_WK2,Indicates Total Revenue of International(IDD) Voice events within a given month.
VO_IDD_REV_WK3,Indicates Total Revenue of International(IDD) Voice events within a given month.
VO_IDD_REV_WK4,Voice International Revenue Weekly
VO_IDD_TOP_CNTRY,"Indicates Rank of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_TOP_CNTRY_CNT,"Indicates Number of Occurences of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_TOP_CNTRY_MOU,"Indicates Total Minutes of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_TOP_CNTRY_REV,"Indicates Total Revenue of International(IDD) Voice events within a given month.

Rank:
Top : ranking of all and selecting first in rank
2nd: Ranking of all and selecting second in rank"
VO_IDD_TOT_REV,Indicates Total Revenue of International(IDD) Voice events within a given month.
VO_INC_MOB_UNQ_CLR_M1,Monthly Voice Incoming Mobile Unique Callers
VO_INC_MOB_UNQ_CLR_M3,Monthly Voice Incoming Mobile Unique Callers
VO_INC_MOB_UNQ_CLR_M6,Monthly Voice Incoming Mobile Unique Callers
VO_MOB_CNT_CHRG_M1,Indicates Number of Occurences of Charged to Mobile Voice events within a given month.
VO_MOB_CNT_CHRG_M3,Indicates Number of Occurences of Charged to Mobile Voice events within a given month.
VO_MOB_CNT_CHRG_M6,Indicates Number of Occurences of Charged to Mobile Voice events within a given month.
VO_MOB_CNT_CHRG_WK1,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.
"
VO_MOB_CNT_CHRG_WK2,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.
"
VO_MOB_CNT_CHRG_WK3,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.
"
VO_MOB_CNT_CHRG_WK4,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.
"
VO_MOB_CNT_FREE_M1,Indicates Number of Occurences of Free to Mobile Voice events within a given month.
VO_MOB_CNT_FREE_M3,Indicates Number of Occurences of Free to Mobile Voice events within a given month.
VO_MOB_CNT_FREE_M6,Indicates Number of Occurences of Free to Mobile Voice events within a given month.
VO_MOB_CNT_FREE_WK1,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.
"
VO_MOB_CNT_FREE_WK2,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.
"
VO_MOB_CNT_FREE_WK3,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.
"
VO_MOB_CNT_FREE_WK4,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.
"
VO_MOB_CNT_IB_M1,Monthly Voice Mobile Inbound Count
VO_MOB_CNT_IB_M3,Monthly Voice Mobile Inbound Count
VO_MOB_CNT_IB_M6,Monthly Voice Mobile Inbound Count
VO_MOB_CNT_IB_WK1,Weekly Voice Mobile Inbound Count
VO_MOB_CNT_IB_WK2,Weekly Voice Mobile Inbound Count
VO_MOB_CNT_IB_WK3,Weekly Voice Mobile Inbound Count
VO_MOB_CNT_IB_WK4,Weekly Voice Mobile Inbound Count
VO_MOB_CNT_M1,Indicates Number of Occurences of Total to Mobile Voice events within a given month.
VO_MOB_CNT_M3,Indicates Number of Occurences of Total to Mobile Voice events within a given month.
VO_MOB_CNT_M6,Indicates Number of Occurences of Total to Mobile Voice events within a given month.
VO_MOB_CNT_OFFNT_M1,Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.
VO_MOB_CNT_OFFNT_M3,Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.
VO_MOB_CNT_OFFNT_M6,Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.
VO_MOB_CNT_OFFNT_WK1,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.
"
VO_MOB_CNT_OFFNT_WK2,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.
"
VO_MOB_CNT_OFFNT_WK3,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.
"
VO_MOB_CNT_OFFNT_WK4,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.
"
VO_MOB_CNT_ONNT_M1,Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.
VO_MOB_CNT_ONNT_M3,Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.
VO_MOB_CNT_ONNT_M6,Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.
VO_MOB_CNT_ONNT_WK1,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.
"
VO_MOB_CNT_ONNT_WK2,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.
"
VO_MOB_CNT_ONNT_WK3,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.
"
VO_MOB_CNT_ONNT_WK4,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.
"
VO_MOB_CNT_WK1,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.
"
VO_MOB_CNT_WK2,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.
"
VO_MOB_CNT_WK3,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.
"
VO_MOB_CNT_WK4,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.
"
VO_MOB_CNT_WKDAY_M1,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.
"
VO_MOB_CNT_WKEND_M1,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.
"
VO_MOB_MOU_CHRG_M1,Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.
VO_MOB_MOU_CHRG_M3,Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.
VO_MOB_MOU_CHRG_M6,Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.
VO_MOB_MOU_CHRG_WK1,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.
"
VO_MOB_MOU_CHRG_WK2,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.
"
VO_MOB_MOU_CHRG_WK3,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.
"
VO_MOB_MOU_CHRG_WK4,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.
"
VO_MOB_MOU_FREE_M1,Indicates Rounded Minutes of Free to Mobile Voice events within a given month.
VO_MOB_MOU_FREE_M3,Indicates Rounded Minutes of Free to Mobile Voice events within a given month.
VO_MOB_MOU_FREE_M6,Indicates Rounded Minutes of Free to Mobile Voice events within a given month.
VO_MOB_MOU_FREE_WK1,"Indicates Rounded Minutes of Free to Mobile Voice events within a given month.
"
VO_MOB_MOU_FREE_WK2,"Indicates Rounded Minutes of Free to Mobile Voice events within a given month.
"
VO_MOB_MOU_FREE_WK3,"Indicates Rounded Minutes of Free to Mobile Voice events within a given month.
"
VO_MOB_MOU_FREE_WK4,"Indicates Rounded Minutes of Free to Mobile Voice events within a given month.
"
VO_MOB_MOU_IB_M1,Monthly Voice Mobile Inbound MOU
VO_MOB_MOU_IB_M3,Monthly Voice Mobile Inbound MOU
VO_MOB_MOU_IB_M6,Monthly Voice Mobile Inbound MOU
VO_MOB_MOU_IB_WK1,Weekly Voice Mobile Inbound MOU
VO_MOB_MOU_IB_WK2,Weekly Voice Mobile Inbound MOU
VO_MOB_MOU_IB_WK3,Weekly Voice Mobile Inbound MOU
VO_MOB_MOU_IB_WK4,Weekly Voice Mobile Inbound MOU
VO_MOB_MOU_M1,Indicates Rounded Minutes of Total to Mobile Voice events within a given month.
VO_MOB_MOU_M3,Indicates Rounded Minutes of Total to Mobile Voice events within a given month.
VO_MOB_MOU_M6,Indicates Rounded Minutes of Total to Mobile Voice events within a given month.
VO_MOB_MOU_OFFNT_M1,Indicates Rounded Minutes of Total to Mobile Offnet events within a given month.
VO_MOB_MOU_OFFNT_M3,Indicates Rounded Minutes of Total to Mobile Offnet events within a given month.
VO_MOB_MOU_OFFNT_M6,Indicates Rounded Minutes of Total to Mobile Offnet events within a given month.
VO_MOB_MOU_OFFNT_WK1,"Indicates Rounded Minutes of Total to Mobile Offnet events within a given month.
"
VO_MOB_MOU_OFFNT_WK2,"Indicates Rounded Minutes of Total to Mobile Offnet events within a given month.
"
VO_MOB_MOU_OFFNT_WK3,"Indicates Rounded Minutes of Total to Mobile Offnet events within a given month.
"
VO_MOB_MOU_OFFNT_WK4,"Indicates Rounded Minutes of Total to Mobile Offnet events within a given month.
"
VO_MOB_MOU_OFFNT_WKDAY_M1,"Indicates Rounded Minutes of Total to Mobile Offnet events within a given month.
"
VO_MOB_MOU_OFFNT_WKEND_M1,"Indicates Rounded Minutes of Total to Mobile Offnet events within a given month.
"
VO_MOB_MOU_ONNT_M1,Indicates Rounded Minutes of Total to Mobile Onnet events within a given month.
VO_MOB_MOU_ONNT_M3,Indicates Rounded Minutes of Total to Mobile Onnet events within a given month.
VO_MOB_MOU_ONNT_M6,Indicates Rounded Minutes of Total to Mobile Onnet events within a given month.
VO_MOB_MOU_ONNT_WK1,"Indicates Rounded Minutes of Total to Mobile Onnet events within a given month.
"
VO_MOB_MOU_ONNT_WK2,"Indicates Rounded Minutes of Total to Mobile Onnet events within a given month.
"
VO_MOB_MOU_ONNT_WK3,"Indicates Rounded Minutes of Total to Mobile Onnet events within a given month.
"
VO_MOB_MOU_ONNT_WK4,"Indicates Rounded Minutes of Total to Mobile Onnet events within a given month.
"
VO_MOB_MOU_ONNT_WKDAY_M1,"Indicates Rounded Minutes of Total to Mobile Onnet events within a given month.
"
VO_MOB_MOU_ONNT_WKEND_M1,"Indicates Rounded Minutes of Total to Mobile Onnet events within a given month.
"
VO_MOB_MOU_WK1,"Indicates Rounded Minutes of Total to Mobile Voice events within a given month.
"
VO_MOB_MOU_WK2,"Indicates Rounded Minutes of Total to Mobile Voice events within a given month.
"
VO_MOB_MOU_WK3,"Indicates Rounded Minutes of Total to Mobile Voice events within a given month.
"
VO_MOB_MOU_WK4,"Indicates Rounded Minutes of Total to Mobile Voice events within a given month.
"
VO_MOB_REV_M1,Indicates Total Revenue of Total to Mobile Voice events within a given month.
VO_MOB_REV_M3,Indicates Total Revenue of Total to Mobile Voice events within a given month.
VO_MOB_REV_M6,Indicates Total Revenue of Total to Mobile Voice events within a given month.
VO_MOB_REV_OFFNT_M1,Indicates Total Revenue of Total to Mobile Offnet events within a given month.
VO_MOB_REV_OFFNT_M3,Indicates Total Revenue of Total to Mobile Offnet events within a given month.
VO_MOB_REV_OFFNT_M6,Indicates Total Revenue of Total to Mobile Offnet events within a given month.
VO_MOB_REV_OFFNT_WK1,"Indicates Total Revenue of Total to Mobile Offnet events within a given month.
"
VO_MOB_REV_OFFNT_WK2,"Indicates Total Revenue of Total to Mobile Offnet events within a given month.
"
VO_MOB_REV_OFFNT_WK3,"Indicates Total Revenue of Total to Mobile Offnet events within a given month.
"
VO_MOB_REV_OFFNT_WK4,"Indicates Total Revenue of Total to Mobile Offnet events within a given month.
"
VO_MOB_REV_ONNT_M1,Indicates Total Revenue of Total to Mobile Onnet events within a given month.
VO_MOB_REV_ONNT_M3,Indicates Total Revenue of Total to Mobile Onnet events within a given month.
VO_MOB_REV_ONNT_M6,Indicates Total Revenue of Total to Mobile Onnet events within a given month.
VO_MOB_REV_ONNT_WK1,"Indicates Total Revenue of Total to Mobile Onnet events within a given month.
"
VO_MOB_REV_ONNT_WK2,"Indicates Total Revenue of Total to Mobile Onnet events within a given month.
"
VO_MOB_REV_ONNT_WK3,"Indicates Total Revenue of Total to Mobile Onnet events within a given month.
"
VO_MOB_REV_ONNT_WK4,"Indicates Total Revenue of Total to Mobile Onnet events within a given month.
"
VO_MOB_REV_WK1,"Indicates Total Revenue of Total to Mobile Voice events within a given month.
"
VO_MOB_REV_WK2,"Indicates Total Revenue of Total to Mobile Voice events within a given month.
"
VO_MOB_REV_WK3,"Indicates Total Revenue of Total to Mobile Voice events within a given month.
"
VO_MOB_REV_WK4,"Indicates Total Revenue of Total to Mobile Voice events within a given month.
"
VO_MOB_REV_WKDAY_M1,"Indicates Total Revenue of Total to Mobile Voice events within a given month.
"
VO_MOB_REV_WKEND_M1,"Indicates Total Revenue of Total to Mobile Voice events within a given month.
"
VO_MOB_UNQ_DLD_M1,"Indicates Number of Unique Called Mobile Numbers within a given period.

M1: Snapshot month
M3: Snapshot month minus 2 till Snapshot month
M6: Snapshot month - 5 till Snapshot month"
VO_MOB_UNQ_DLD_M3,"Indicates Number of Unique Called Mobile Numbers within a given period.

M1: Snapshot month
M3: Snapshot month minus 2 till Snapshot month
M6: Snapshot month - 5 till Snapshot month"
VO_MOB_UNQ_DLD_M6,"Indicates Number of Unique Called Mobile Numbers within a given period.

M1: Snapshot month
M3: Snapshot month minus 2 till Snapshot month
M6: Snapshot month - 5 till Snapshot month"
VO_MOU_CHRG_M1,Indicates Rounded Minutes of Charged Local Voice events within a given month.
VO_MOU_CHRG_M3,Indicates Rounded Minutes of Charged Local Voice events within a given month.
VO_MOU_CHRG_M6,Indicates Rounded Minutes of Charged Local Voice events within a given month.
VO_MOU_CHRG_WK1,"Indicates Rounded Minutes of Charged Local Voice events within a given month.
"
VO_MOU_CHRG_WK2,"Indicates Rounded Minutes of Charged Local Voice events within a given month.
"
VO_MOU_CHRG_WK3,"Indicates Rounded Minutes of Charged Local Voice events within a given month.
"
VO_MOU_CHRG_WK4,"Indicates Rounded Minutes of Charged Local Voice events within a given month.
"
VO_MOU_FREE_M1,Indicates Rounded Minutes of Free Local Voice events within a given month.
VO_MOU_FREE_M3,Indicates Rounded Minutes of Free Local Voice events within a given month.
VO_MOU_FREE_M6,Indicates Rounded Minutes of Free Local Voice events within a given month.
VO_MOU_FREE_WK1,"Indicates Rounded Minutes of Free Local Voice events within a given month.
"
VO_MOU_FREE_WK2,"Indicates Rounded Minutes of Free Local Voice events within a given month.
"
VO_MOU_FREE_WK3,"Indicates Rounded Minutes of Free Local Voice events within a given month.
"
VO_MOU_FREE_WK4,"Indicates Rounded Minutes of Free Local Voice events within a given month.
"
VO_MOU_IB_M1,Monthly Voice Inbound MOU
VO_MOU_IB_M3,Monthly Voice Inbound MOU
VO_MOU_IB_M6,Monthly Voice Inbound MOU
VO_MOU_IB_WK1,Weekly Voice Inbound Minutes of Usage
VO_MOU_IB_WK2,Weekly Voice Inbound Minutes of Usage
VO_MOU_IB_WK3,Weekly Voice Inbound Minutes of Usage
VO_MOU_IB_WK4,Weekly Voice Inbound Minutes of Usage
VO_MOU_M1,Indicates Rounded Minutes of Total Local Voice events within a given month.
VO_MOU_M3,Indicates Rounded Minutes of Total Local Voice events within a given month.
VO_MOU_M6,Indicates Rounded Minutes of Total Local Voice events within a given month.
VO_MOU_OFFNT_CHRG_M1,Indicates Rounded Minutes of Charged Local Offnet Voice events within a given month.
VO_MOU_OFFNT_M1,Indicates Rounded Minutes of Total Local Offnet Voice events within a given month.
VO_MOU_OFFNT_M3,Indicates Rounded Minutes of Total Local Offnet Voice events within a given month.
VO_MOU_OFFNT_M6,Indicates Rounded Minutes of Total Local Offnet Voice events within a given month.
VO_MOU_OFFNT_WK1,"Indicates Rounded Minutes of Total Local Offnet Voice events within a given month.
"
VO_MOU_OFFNT_WK2,"Indicates Rounded Minutes of Total Local Offnet Voice events within a given month.
"
VO_MOU_OFFNT_WK3,"Indicates Rounded Minutes of Total Local Offnet Voice events within a given month.
"
VO_MOU_OFFNT_WK4,"Indicates Rounded Minutes of Total Local Offnet Voice events within a given month.
"
VO_MOU_OFFNT_WKDAY_M1,"Indicates Rounded Minutes of Total Local Offnet Voice events within a given month.
"
VO_MOU_OFFNT_WKEND_M1,"Indicates Rounded Minutes of Total Local Offnet Voice events within a given month.
"
VO_MOU_ONNT_CHRG_M1,Indicates Rounded Minutes of Charged Local Onnet Voice events within a given month.
VO_MOU_ONNT_M1,Indicates Rounded Minutes of Total Local Onnet Voice events within a given month.
VO_MOU_ONNT_M3,Indicates Rounded Minutes of Total Local Onnet Voice events within a given month.
VO_MOU_ONNT_M6,Indicates Rounded Minutes of Total Local Onnet Voice events within a given month.
VO_MOU_ONNT_WK1,"Indicates Rounded Minutes of Total Local Onnet Voice events within a given month.
"
VO_MOU_ONNT_WK2,"Indicates Rounded Minutes of Total Local Onnet Voice events within a given month.
"
VO_MOU_ONNT_WK3,"Indicates Rounded Minutes of Total Local Onnet Voice events within a given month.
"
VO_MOU_ONNT_WK4,"Indicates Rounded Minutes of Total Local Onnet Voice events within a given month.
"
VO_MOU_ONNT_WKDAY_M1,"Indicates Rounded Minutes of Total Local Onnet Voice events within a given month.
"
VO_MOU_ONNT_WKEND_M1,"Indicates Rounded Minutes of Total Local Onnet Voice events within a given month.
"
VO_MOU_WK1,"Indicates Rounded Minutes of Total Local Voice events within a given month.
"
VO_MOU_WK2,"Indicates Rounded Minutes of Total Local Voice events within a given month.
"
VO_MOU_WK3,"Indicates Rounded Minutes of Total Local Voice events within a given month.
"
VO_MOU_WK4,"Indicates Rounded Minutes of Total Local Voice events within a given month.
"
VO_REV_M1,Indicates Total Revenue of Total Local Voice events within a given month.
VO_REV_M3,Indicates Total Revenue of Total Local Voice events within a given month.
VO_REV_M6,Indicates Total Revenue of Total Local Voice events within a given month.
VO_REV_OFFNT_M1,Indicates Total Revenue of Total Local Offnet Voice events within a given month.
VO_REV_OFFNT_M3,Indicates Total Revenue of Total Local Offnet Voice events within a given month.
VO_REV_OFFNT_M6,Indicates Total Revenue of Total Local Offnet Voice events within a given month.
VO_REV_OFFNT_WK1,"Indicates Total Revenue of Total Local Offnet Voice events within a given month.
"
VO_REV_OFFNT_WK2,"Indicates Total Revenue of Total Local Offnet Voice events within a given month.
"
VO_REV_OFFNT_WK3,"Indicates Total Revenue of Total Local Offnet Voice events within a given month.
"
VO_REV_OFFNT_WK4,"Indicates Total Revenue of Total Local Offnet Voice events within a given month.
"
VO_REV_ONNT_M1,Indicates Total Revenue of Total Local Onnet Voice events within a given month.
VO_REV_ONNT_M3,Indicates Total Revenue of Total Local Onnet Voice events within a given month.
VO_REV_ONNT_M6,Indicates Total Revenue of Total Local Onnet Voice events within a given month.
VO_REV_ONNT_WK1,"Indicates Total Revenue of Total Local Onnet Voice events within a given month.
"
VO_REV_ONNT_WK2,"Indicates Total Revenue of Total Local Onnet Voice events within a given month.
"
VO_REV_ONNT_WK3,"Indicates Total Revenue of Total Local Onnet Voice events within a given month.
"
VO_REV_ONNT_WK4,"Indicates Total Revenue of Total Local Onnet Voice events within a given month.
"
VO_REV_VAT_M1,Indicates Total VAT amount of Total Local Voice events within a given month.
VO_REV_WK1,"Indicates Total Revenue of Total Local Voice events within a given month.
"
VO_REV_WK2,"Indicates Total Revenue of Total Local Voice events within a given month.
"
VO_REV_WK3,"Indicates Total Revenue of Total Local Voice events within a given month.
"
VO_REV_WK4,"Indicates Total Revenue of Total Local Voice events within a given month.
"
VO_REV_WKDAY_M1,"Indicates Total Revenue of Total Local Voice events within a given month.
"
VO_REV_WKEND_M1,"Indicates Total Revenue of Total Local Voice events within a given month.
"
